"accession","type","variant","isoform","protein_len","taxonomy id","organism","vgnc_id","hgnc_gene_name","ensembl_gene_id"
"XP_014989035.1","H2A","H2A.Z.2","","114","9544","Macaque","VGNC:81324","","ENSMMUG00000000962"
"XP_014989034.1","H2A","H2A.Z.2","","128","9544","Macaque","VGNC:81324","","ENSMMUG00000000962"
"XP_014989034.1","H2A","H2A.Z.2","","128","9544","Macaque","VGNC:81324","","ENSMMUG00000000962"
"XP_014989034.1","H2A","H2A.Z.2","","128","9544","Macaque","VGNC:81324","","ENSMMUG00000000962"
"XP_014989034.1","H2A","H2A.Z.2","","128","9544","Macaque","VGNC:81324","","ENSMMUG00000000962"
"XP_014989034.1","H2A","H2A.Z.2","","128","9544","Macaque","VGNC:81324","","ENSMMUG00000000962"
"NP_001248669.1","H2A","macroH2A.1","","371","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"NP_001248669.1","H2A","macroH2A.1","","371","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"NP_001248669.1","H2A","macroH2A.1","","371","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"XP_014996354.1","H2A","macroH2A.1","","368","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"XP_014996354.1","H2A","macroH2A.1","","368","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"XP_014996354.1","H2A","macroH2A.1","","368","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"XP_014996353.1","H2A","macroH2A.1","","369","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"XP_014996353.1","H2A","macroH2A.1","","369","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"XP_014996353.1","H2A","macroH2A.1","","369","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"XP_014996351.1","H2A","macroH2A.1","","372","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"XP_014996351.1","H2A","macroH2A.1","","372","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"XP_014996351.1","H2A","macroH2A.1","","372","9544","Macaque","VGNC:109697","","ENSMMUG00000014465"
"NP_001253343.1","H2A","macroH2A.2","","372","9544","Macaque","VGNC:109695","","ENSMMUG00000006395"
"XP_020936188.1","H2A","H2A.B","","113","9823","Pig","VGNC:109779","",""
"XP_020936102.1","H2A","H2A.B","","113","9823","Pig","VGNC:109778","",""
"XP_020936101.1","H2A","H2A.B","","113","9823","Pig","VGNC:109778","",""
"XP_005674080.2","H2A","H2A.B","","214","9823","Pig","VGNC:109778","",""
"XP_020936105.1","H2A","H2A.B","","113","9823","Pig","VGNC:109780","",""
"XP_020936104.1","H2A","H2A.B","","113","9823","Pig","VGNC:109780","",""
"XP_001925399.1","H2A","clustered H2A","isoform_1","131","9823","Pig","VGNC:109782","",""
"XP_020955497.1","H2A","clustered H2A","isoform_5","130","9823","Pig","VGNC:109789","",""
"XP_020955498.1","H2A","clustered H2A","isoform_5","130","9823","Pig","VGNC:109787","","ENSSSCG00000033451"
"XP_020955499.1","H2A","clustered H2A","isoform_6","128","9823","Pig","VGNC:109792","","ENSSSCG00000047716"
"XP_001928592.1","H2A","clustered H2A","isoform_6","128","9823","Pig","VGNC:109790","",""
"XP_013832957.1","H2A","clustered H2A","isoform_9","130","9823","Pig","VGNC:109791","","ENSSSCG00000032609"
"XP_013832958.1","H2A","clustered H2A","isoform_7","130","9823","Pig","VGNC:109793","",""
"","H2A","clustered H2A","isoform_8(?)","175","9823","Pig","VGNC:109795","","ENSSSCG00000041146"
"XP_003356618.1","H2A","clustered H2A","isoform_5","130","9823","Pig","VGNC:109794","","ENSSSCG00000046222"
"XP_005663563.1","H2A","clustered H2A","isoform_10","173","9823","Pig","VGNC:109798","",""
"XP_003355263.3","H2A","clustered H2A","isoform_10","173","9823","Pig","VGNC:109797","",""
"","H2A","clustered H2A","isoform_2","121","9823","Pig","VGNC:109783","","ENSSSCG00000001105"
"XP_013852658.1","H2A","clustered H2A","isoform_11","129","9823","Pig","VGNC:109796","",""
"XP_020945584.1","H2A","clustered H2A","isoform_12","130","9823","Pig","VGNC:109799","","ENSSSCG00000037533"
"XP_020939041.1","H2A","clustered H2A","isoform_13","130","9823","Pig","VGNC:109800","","ENSSSCG00000047900"
"XP_020954092.1","H2A","clustered H2A","isoform_3","130","9823","Pig","VGNC:109781","",""
"","H2A","","","","9823","Pig","VGNC:109785","",""
"XP_020954091.1","H2A","clustered H2A","isoform_4","130","9823","Pig","VGNC:109786","",""
"XP_001927727.1","H2A","clustered H2A","isoform_5","130","9823","Pig","VGNC:109784","",""
"XP_020954090.1","H2A","clustered H2A","isoform_3","130","9823","Pig","VGNC:109788","",""
"XP_013853268.2","H2A","H2A.J","","129","9823","Pig","VGNC:109801","","ENSSSCG00000039307"
"XP_003360303.2","H2A","H2A.L","","122","9823","Pig","VGNC:109802","",""
"XP_003484147.1","H2A","H2A.L","","127","9823","Pig","VGNC:109804","",""
"XP_003135058.1","H2A","H2A.P","","113","9823","Pig","VGNC:109803","",""
"NP_001422336.1","H2A","H2A.X","","143","9823","Pig","VGNC:109807","","ENSSSCG00000042208"
"NP_001116594.1","H2A","H2A.Z.1","","128","9823","Pig","VGNC:109805","","ENSSSCG00000009178"
"NP_001116594.1","H2A","H2A.Z.1","","128","9823","Pig","VGNC:109805","","ENSSSCG00000009178"
"XP_020934317.1","H2A","H2A.Z.2","","128","9823","Pig","VGNC:109806","","ENSSSCG00000016738"
"XP_020934317.1","H2A","H2A.Z.2","","128","9823","Pig","VGNC:109806","","ENSSSCG00000016738"
"XP_020934317.1","H2A","H2A.Z.2","","128","9823","Pig","VGNC:109806","","ENSSSCG00000016738"
"XP_020934317.1","H2A","H2A.Z.2","","128","9823","Pig","VGNC:109806","","ENSSSCG00000016738"
"XP_020934317.1","H2A","H2A.Z.2","","128","9823","Pig","VGNC:109806","","ENSSSCG00000016738"
"NP_001231492.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"NP_001231492.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"NP_001231492.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"NP_001231491.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"NP_001231491.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"NP_001231491.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934043.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934043.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934043.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934034.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934034.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934034.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934024.1","H2A","macroH2A.1","","369","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934024.1","H2A","macroH2A.1","","369","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934024.1","H2A","macroH2A.1","","369","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934017.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934017.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934017.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934013.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934013.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934013.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934004.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934004.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020934004.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020933993.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020933993.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020933993.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020933987.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020933987.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020933987.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307"
"XP_020929524.1","H2A","macroH2A.2","","372","9823","Pig","VGNC:89937","","ENSSSCG00000031713"
"NP_734466","H2A","clustered H2A","isoform_1","131","9606","Homo sapiens","","H2AC1","ENSG00000164508"
"","H2A","","","","9606","Homo sapiens","","H2AC2P","ENSG00000216436"
"","H2A","","","","9606","Homo sapiens","","H2AC3P","ENSG00000242387"
"NP_003504","H2A","clustered H2A","isoform_2","130","9606","Homo sapiens","","H2AC4","ENSG00000278463"
"","H2A","","","","9606","Homo sapiens","","H2AC5P","ENSG000002348167"
"NP_003503","H2A","clustered H2A","isoform_3","130","9606","Homo sapiens","","H2AC6","ENSG00000180573"
"NP_066409","H2A","clustered H2A","isoform_4","130","9606","Homo sapiens","","H2AC7","ENSG00000196866"
"NP_066390","H2A","clustered H2A","isoform_2","130","9606","Homo sapiens","","H2AC8","ENSG00000277075"
"","H2A","","","","9606","Homo sapiens","","H2AC9P","ENSG00000218281"
"","H2A","","","","9606","Homo sapiens","","H2AC10P","ENSG00000218690"
"NP_066408","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC11","ENSG00000196787"
"NP_542163","H2A","clustered H2A","isoform_6","128","9606","Homo sapiens","","H2AC12","ENSG00000274997"
"NP_003500","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC13","ENSG00000196747"
"NP_066544","H2A","clustered H2A","isoform_7","128","9606","Homo sapiens","","H2AC14","ENSG00000276368"
"NP_003501","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC15","ENSG00000275221"
"NP_003502","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC16","ENSG00000276903"
"NP_003505","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC17","ENSG00000278677"
"NP_003507","H2A","clustered H2A","isoform_8","130","9606","Homo sapiens","","H2AC18","ENSG00000203812"
"NP_001035807","H2A","clustered H2A","isoform_8","130","9606","Homo sapiens","","H2AC19","ENSG00000272196"
"NP_003508","H2A","clustered H2A","isoform_9","129","9606","Homo sapiens","","H2AC20","ENSG00000184260"
"NP_778235","H2A","clustered H2A","isoform_10","130","9606","Homo sapiens","","H2AC21","ENSG00000184270"
"NP_254280","H2A","clustered H2A","isoform_11","130","9606","Homo sapiens","","H2AC25","ENSG00000181218"
"","H2A","H2A.Z.1","","127","9606","Homo sapiens","","H2AZ1","ENSG00000164032"
"NP_002097","H2A","H2A.Z.1","","128","9606","Homo sapiens","","H2AZ1","ENSG00000164032"
"NP_036544","H2A","H2A.Z.2","","128","9606","Homo sapiens","","H2AZ2","ENSG00000105968"
"NP_619541","H2A","H2A.Z.2","","114","9606","Homo sapiens","","H2AZ2","ENSG00000105968"
"NP_958844","H2A","H2A.Z.2","","102","9606","Homo sapiens","","H2AZ2","ENSG00000105968"
"NP_958924","H2A","H2A.Z.2","","66","9606","Homo sapiens","","H2AZ2","ENSG00000105968"
"NP_958925","H2A","H2A.Z.2","","90","9606","Homo sapiens","","H2AZ2","ENSG00000105968"
"NP_613075","H2A","macroH2A.1","","369","9606","Homo sapiens","","MACROH2A1","ENSG00000113648"
"NP_613258","H2A","macroH2A.1","","372","9606","Homo sapiens","","MACROH2A1","ENSG00000113648"
"NP_001035248","H2A","macroH2A.1","","371","9606","Homo sapiens","","MACROH2A1","ENSG00000113648"
"NP_061119","H2A","macroH2A.2","","372","9606","Homo sapiens","","MACROH2A2","ENSG00000099284"
"NP_002096","H2A","H2A.X","","143","9606","Homo sapiens","","H2AX","ENSG00000188486"
"NP_808760","H2A","H2A.J","","129","9606","Homo sapiens","","H2AJ","ENSG00000246705"
"NP_001017990","H2A","H2A.B","","115","9606","Homo sapiens","","H2AB1","ENSG00000274183"
"NP_001017991","H2A","H2A.B","","115","9606","Homo sapiens","","H2AB2","ENSG00000277858"
"NP_542451","H2A","H2A.B","","115","9606","Homo sapiens","","H2AB3","ENSG00000277745"
"NP_036406","H2A","H2A.P","","117","9606","Homo sapiens","","H2AP","ENSG00000187516"
"","H2A","","","","9606","Homo sapiens","","H2AQ1P","ENSG00000285989"
"HISTDB_H2A_L_0","H2A","H2A.L","","199","9606","Homo sapiens","","H2AL1Q","ENSG00000249467"
"","H2A","","","","9606","Homo sapiens","","H2AL1MP","ENSG00000285944"
"HISTDB_H2A_L_1","H2A","H2A.L","","148","9606","Homo sapiens","","H2AL3","ENSG00000229674"
