gene_name,tissue,gene_class,gene_species_count,species_n,mean_score,median_score,std_score,min_score,max_score,range,max_species,max_species_name,_max_score_check,min_species,min_species_name,_min_score_check,passes_conservative_species_filter,is_conservative_candidate,is_high_confidence_candidate,candidate_level
H2AC7,adenohypophysis,clustered,5,2,40.832499999999996,40.832499999999996,10.11516250487356,33.68,47.985,14.305,bos_taurus,Bos taurus,47.985,human,Homo sapiens,33.68,False,False,False,background
MACROH2A2,thyroid gland,variant,8,3,74.2,74.49,7.149412563280997,66.91,81.2,14.290000000000006,human,Homo sapiens,81.2,bos_taurus,Bos taurus,66.91,False,False,False,background
H2AC12,adult mammalian kidney,clustered,6,3,39.55111111111111,40.86666666666667,7.233617761944983,31.75,46.03666666666667,14.286666666666669,human,Homo sapiens,46.03666666666667,canis_lupus_familiaris,Canis lupus familiaris,31.75,False,False,False,background
H2AC11,spleen,clustered,6,4,51.23229166666667,51.51708333333333,6.4242004609523224,43.815,58.080000000000005,14.265000000000008,sus_scrofa,Sus scrofa,58.080000000000005,macaca_mulatta,Macaca mulatta,43.815,True,False,False,background
H2AX,liver,variant,8,8,74.86755231829574,74.27250000000001,5.486394978258116,69.02000000000001,83.2478947368421,14.227894736842089,mus_musculus,Mus musculus,83.2478947368421,felis_catus,Felis catus,69.02000000000001,True,False,False,background
H2AC13,islet of Langerhans,clustered,7,2,42.45375,42.45375,10.021470856366344,35.3675,49.54,14.1725,mus_musculus,Mus musculus,49.54,human,Homo sapiens,35.3675,False,False,False,background
H2AC17,urinary bladder,clustered,6,2,46.02,46.02,9.998489885977783,38.95,53.09,14.14,canis_lupus_familiaris,Canis lupus familiaris,53.09,human,Homo sapiens,38.95,False,False,False,background
MACROH2A1,spermatid,variant,8,2,59.74,59.74,9.998489885977783,52.67,66.81,14.14,macaca_mulatta,Macaca mulatta,66.81,bos_taurus,Bos taurus,52.67,False,False,False,background
H2AC17,stomach,clustered,6,3,63.416111111111114,67.05333333333333,7.723975360549149,54.545,68.65,14.105000000000004,sus_scrofa,Sus scrofa,68.65,canis_lupus_familiaris,Canis lupus familiaris,54.545,False,False,False,background
H2AC11,adult mammalian kidney,clustered,6,3,40.73416666666666,40.224999999999994,7.002646969777451,34.0,47.9775,13.9775,human,Homo sapiens,47.9775,bos_taurus,Bos taurus,34.0,False,False,False,background
H2AC12,cerebellum,clustered,6,2,52.56666666666666,52.56666666666666,9.852354484532558,45.6,59.53333333333333,13.93333333333333,bos_taurus,Bos taurus,59.53333333333333,equus_caballus,Equus caballus,45.6,False,False,False,background
H2AC20,cerebral cortex,clustered,5,2,55.2,55.2,9.828784258493007,48.25,62.15,13.899999999999999,macaca_mulatta,Macaca mulatta,62.15,human,Homo sapiens,48.25,False,False,False,background
H2AX,thoracic mammary gland,variant,8,2,82.03678571428571,82.03678571428571,9.819187809319772,75.09357142857142,88.98,13.886428571428581,mus_musculus,Mus musculus,88.98,human,Homo sapiens,75.09357142857142,False,False,False,background
H2AC13,cortex of kidney,clustered,7,2,49.85,49.85,9.800499987245548,42.92,56.78,13.86,bos_taurus,Bos taurus,56.78,human,Homo sapiens,42.92,False,False,False,background
H2AC13,small intestine,clustered,7,2,38.82,38.82,9.736860376938756,31.935000000000002,45.705,13.769999999999996,human,Homo sapiens,45.705,canis_lupus_familiaris,Canis lupus familiaris,31.935000000000002,False,False,False,background
H2AC6,cardiac ventricle,clustered,7,2,76.18,76.18,9.729789309126893,69.3,83.06,13.760000000000005,human,Homo sapiens,83.06,bos_taurus,Bos taurus,69.3,False,False,False,background
H2AX,seminal vesicle,variant,8,2,77.87,77.87,9.715647173503154,71.0,84.74,13.739999999999995,mus_musculus,Mus musculus,84.74,human,Homo sapiens,71.0,False,False,False,background
H2AJ,ovary,variant,8,4,93.65704545454545,95.42,6.285519077122472,85.0281818181818,98.75999999999999,13.731818181818184,sus_scrofa,Sus scrofa,98.75999999999999,human,Homo sapiens,85.0281818181818,True,False,False,background
H2AC12,smooth muscle tissue,clustered,6,2,47.31,47.31,9.70150503787943,40.45,54.17,13.719999999999999,canis_lupus_familiaris,Canis lupus familiaris,54.17,human,Homo sapiens,40.45,False,False,False,background
MACROH2A2,small intestine,variant,8,2,74.045,74.045,9.659078631008237,67.215,80.875,13.659999999999997,human,Homo sapiens,80.875,canis_lupus_familiaris,Canis lupus familiaris,67.215,False,False,False,background
H2AC16,thyroid gland,clustered,4,2,34.54,34.54,9.602510088513315,27.75,41.33,13.579999999999998,canis_lupus_familiaris,Canis lupus familiaris,41.33,human,Homo sapiens,27.75,False,False,False,background
H2AC6,skeletal muscle tissue,clustered,7,5,85.53066666666666,83.565,5.486702688217107,81.73333333333333,95.24,13.50666666666666,pan_troglodytes,Pan troglodytes,95.24,human,Homo sapiens,81.73333333333333,True,False,False,background
H2AC12,uterine cervix,clustered,6,2,52.0825,52.0825,9.464624266181943,45.39,58.775000000000006,13.385000000000005,bos_taurus,Bos taurus,58.775000000000006,human,Homo sapiens,45.39,False,False,False,background
H2AC6,heart right ventricle,clustered,7,2,76.12583333333333,76.12583333333333,9.45519617576612,69.44,82.81166666666667,13.37166666666667,human,Homo sapiens,82.81166666666667,canis_lupus_familiaris,Canis lupus familiaris,69.44,False,False,False,background
H2AC17,hindlimb stylopod muscle,clustered,6,2,39.285,39.285,9.355022715098018,32.67,45.9,13.229999999999997,human,Homo sapiens,45.9,macaca_mulatta,Macaca mulatta,32.67,False,False,False,background
H2AZ1,oocyte,variant,8,3,80.76666666666667,81.52,6.632166564052297,73.79,86.99,13.199999999999989,sus_scrofa,Sus scrofa,86.99,bos_taurus,Bos taurus,73.79,False,False,False,background
H2AC25,uterine cervix,clustered,6,2,70.0925,70.0925,9.33027397775649,63.495000000000005,76.69,13.194999999999993,human,Homo sapiens,76.69,bos_taurus,Bos taurus,63.495000000000005,False,False,False,background
H2AJ,granulocyte,variant,8,2,86.41499999999999,86.41499999999999,9.284312036979381,79.85,92.98,13.13000000000001,human,Homo sapiens,92.98,canis_lupus_familiaris,Canis lupus familiaris,79.85,False,False,False,background
H2AJ,ileum,variant,8,3,90.06400000000001,93.57,7.2295053772716695,81.75,94.872,13.122,bos_taurus,Bos taurus,94.872,macaca_mulatta,Macaca mulatta,81.75,False,False,False,background
H2AC7,saliva-secreting gland,clustered,5,2,51.1075,51.1075,9.273705435261578,44.55,57.665000000000006,13.115000000000009,bos_taurus,Bos taurus,57.665000000000006,human,Homo sapiens,44.55,False,False,False,background
H2AC11,olfactory segment of nasal mucosa,clustered,6,2,41.565,41.565,9.241885630108174,35.03,48.1,13.07,human,Homo sapiens,48.1,macaca_mulatta,Macaca mulatta,35.03,False,False,False,background
MACROH2A1,omental fat pad,variant,8,2,90.53636363636363,90.53636363636363,9.173103425029119,84.05,97.02272727272727,12.972727272727269,human,Homo sapiens,97.02272727272727,bos_taurus,Bos taurus,84.05,False,False,False,background
H2AC7,placenta,clustered,5,2,50.4675,50.4675,9.16056835027172,43.99,56.94499999999999,12.954999999999991,bos_taurus,Bos taurus,56.94499999999999,human,Homo sapiens,43.99,False,False,False,background
H2AX,substantia nigra,variant,8,2,83.86605263157895,83.86605263157895,9.130237190973466,77.41,90.3221052631579,12.912105263157898,human,Homo sapiens,90.3221052631579,mus_musculus,Mus musculus,77.41,False,False,False,background
H2AZ2,corpus callosum,variant,8,2,90.24583333333334,90.24583333333334,9.129927056420318,83.78999999999999,96.70166666666667,12.911666666666676,human,Homo sapiens,96.70166666666667,sus_scrofa,Sus scrofa,83.78999999999999,False,False,False,background
H2AX,olfactory bulb,variant,8,2,82.40035714285713,82.40035714285713,9.122182553578735,75.95,88.85071428571428,12.900714285714272,mus_musculus,Mus musculus,88.85071428571428,canis_lupus_familiaris,Canis lupus familiaris,75.95,False,False,False,background
H2AC8,uterus,clustered,6,2,49.86333333333333,49.86333333333333,9.116963432098558,43.416666666666664,56.31,12.893333333333338,human,Homo sapiens,56.31,bos_taurus,Bos taurus,43.416666666666664,False,False,False,background
H2AZ2,dorsal plus ventral thalamus,variant,8,2,88.48071428571428,88.48071428571428,9.108545494227295,82.03999999999999,94.92142857142858,12.881428571428586,human,Homo sapiens,94.92142857142858,sus_scrofa,Sus scrofa,82.03999999999999,False,False,False,background
H2AX,aorta,variant,8,2,72.92374999999998,72.92374999999998,9.09516097301196,66.49249999999999,79.35499999999999,12.862499999999997,human,Homo sapiens,79.35499999999999,mus_musculus,Mus musculus,66.49249999999999,False,False,False,background
H2AC25,placenta,clustered,6,2,65.395,65.395,9.086322138247132,58.97,71.82,12.849999999999994,human,Homo sapiens,71.82,bos_taurus,Bos taurus,58.97,False,False,False,background
H2AC17,prefrontal cortex,clustered,6,2,42.681250000000006,42.681250000000006,9.077483303482305,36.2625,49.1,12.837499999999999,canis_lupus_familiaris,Canis lupus familiaris,49.1,human,Homo sapiens,36.2625,False,False,False,background
H2AZ2,frontal cortex,variant,8,6,90.76777777777778,91.86333333333333,5.064005295181834,83.55999999999999,96.39,12.830000000000013,human,Homo sapiens,96.39,sus_scrofa,Sus scrofa,83.55999999999999,True,False,False,background
H2AC12,omental fat pad,clustered,6,2,44.802499999999995,44.802499999999995,9.054502333093739,38.4,51.205,12.805,bos_taurus,Bos taurus,51.205,human,Homo sapiens,38.4,False,False,False,background
H2AC20,dorsolateral prefrontal cortex,clustered,5,2,57.09625,57.09625,9.049199032234842,50.6975,63.495,12.7975,macaca_mulatta,Macaca mulatta,63.495,human,Homo sapiens,50.6975,False,False,False,background
H2AX,islet of Langerhans,variant,8,2,77.22511904761905,77.22511904761905,9.0417070675294,70.83166666666666,83.61857142857141,12.78690476190475,mus_musculus,Mus musculus,83.61857142857141,human,Homo sapiens,70.83166666666666,False,False,False,background
H2AZ2,prefrontal cortex,variant,8,8,91.39528977272727,93.15375,4.654801698629503,83.66,96.373,12.713000000000008,human,Homo sapiens,96.373,sus_scrofa,Sus scrofa,83.66,True,False,False,background
H2AC21,thyroid gland,clustered,6,2,39.86750000000001,39.86750000000001,8.976720587163223,33.52,46.215,12.695,bos_taurus,Bos taurus,46.215,human,Homo sapiens,33.52,False,False,False,background
H2AC7,thyroid gland,clustered,5,2,41.70638888888889,41.70638888888889,8.96414979994213,35.367777777777775,48.045,12.677222222222227,bos_taurus,Bos taurus,48.045,human,Homo sapiens,35.367777777777775,False,False,False,background
H2AX,occipital cortex,variant,8,2,55.72333333333333,55.72333333333333,8.942543759405867,49.4,62.04666666666666,12.646666666666661,sus_scrofa,Sus scrofa,62.04666666666666,canis_lupus_familiaris,Canis lupus familiaris,49.4,False,False,False,background
H2AZ1,cerebellum,variant,8,7,95.52738375350141,96.925,4.396850617579284,85.92,98.546,12.626000000000005,macaca_mulatta,Macaca mulatta,98.546,equus_caballus,Equus caballus,85.92,True,False,False,background
H2AZ2,pons,variant,8,3,90.85000000000001,94.42,7.026718650977861,82.755,95.375,12.620000000000005,bos_taurus,Bos taurus,95.375,sus_scrofa,Sus scrofa,82.755,False,False,False,background
MACROH2A2,adrenal gland,variant,8,3,67.61,67.655,6.307620391241064,61.28,73.89500000000001,12.615000000000009,human,Homo sapiens,73.89500000000001,bos_taurus,Bos taurus,61.28,False,False,False,background
H2AC19,primary visual cortex,clustered,4,2,69.78,69.78,8.916616510762374,63.474999999999994,76.08500000000001,12.610000000000014,pan_troglodytes,Pan troglodytes,76.08500000000001,human,Homo sapiens,63.474999999999994,False,False,False,background
H2AX,oocyte,variant,8,3,90.54666666666667,92.36,6.492775472271727,83.34,95.94,12.599999999999994,human,Homo sapiens,95.94,sus_scrofa,Sus scrofa,83.34,False,False,False,background
H2AZ2,amygdala,variant,8,2,90.4396153846154,90.4396153846154,8.894859379033546,84.15,96.72923076923077,12.579230769230762,human,Homo sapiens,96.72923076923077,sus_scrofa,Sus scrofa,84.15,False,False,False,background
MACROH2A1,spleen,variant,8,7,93.75710884353741,94.78333333333335,4.498794170407257,85.24,97.815,12.575000000000003,macaca_mulatta,Macaca mulatta,97.815,pan_troglodytes,Pan troglodytes,85.24,True,False,False,background
H2AZ2,oocyte,variant,8,2,91.235,91.235,8.888332239514897,84.95,97.52,12.569999999999993,bos_taurus,Bos taurus,97.52,sus_scrofa,Sus scrofa,84.95,False,False,False,background
MACROH2A1,bone marrow,variant,8,5,93.85285714285715,94.62,4.665189258360959,86.55000000000001,99.0442857142857,12.494285714285695,human,Homo sapiens,99.0442857142857,bos_taurus,Bos taurus,86.55000000000001,True,False,False,background
H2AC13,colon,clustered,7,4,55.852999999999994,57.074999999999996,5.508090655269455,48.48,60.782000000000004,12.302000000000007,human,Homo sapiens,60.782000000000004,macaca_mulatta,Macaca mulatta,48.48,True,False,False,background
MACROH2A1,colon,variant,8,6,93.48842592592592,94.88,4.649681993860756,85.28,97.43055555555556,12.150555555555556,human,Homo sapiens,97.43055555555556,pan_troglodytes,Pan troglodytes,85.28,True,False,False,background
H2AC25,cortex of kidney,clustered,6,3,63.57333333333333,60.18,6.748455996250797,59.19499999999999,71.345,12.150000000000006,human,Homo sapiens,71.345,pan_troglodytes,Pan troglodytes,59.19499999999999,False,False,False,background
H2AC7,gall bladder,clustered,5,2,50.5275,50.5275,8.580740789698755,44.46,56.595,12.134999999999998,bos_taurus,Bos taurus,56.595,human,Homo sapiens,44.46,False,False,False,background
MACROH2A1,pons,variant,8,3,91.54166666666667,92.755,6.155352007264352,84.87,97.0,12.129999999999995,human,Homo sapiens,97.0,bos_taurus,Bos taurus,84.87,False,False,False,background
H2AJ,heart left ventricle,variant,8,3,86.37519607843137,83.985,6.404056742596765,81.50999999999999,93.63058823529411,12.120588235294122,human,Homo sapiens,93.63058823529411,canis_lupus_familiaris,Canis lupus familiaris,81.50999999999999,False,False,False,background
H2AC8,Ammon's horn,clustered,6,2,51.586,51.586,8.56447733373146,45.53,57.641999999999996,12.111999999999995,human,Homo sapiens,57.641999999999996,bos_taurus,Bos taurus,45.53,False,False,False,background
H2AC11,dorsolateral prefrontal cortex,clustered,6,2,48.406666666666666,48.406666666666666,8.560706097565136,42.35333333333333,54.46,12.10666666666667,macaca_mulatta,Macaca mulatta,54.46,human,Homo sapiens,42.35333333333333,False,False,False,background
MACROH2A2,adrenal cortex,variant,8,2,65.405,65.405,8.520636713297906,59.379999999999995,71.43,12.050000000000011,human,Homo sapiens,71.43,canis_lupus_familiaris,Canis lupus familiaris,59.379999999999995,False,False,False,background
H2AJ,zone of skin,variant,8,5,94.46504761904762,96.72,4.940625718907583,85.81428571428572,97.83666666666666,12.022380952380942,bos_taurus,Bos taurus,97.83666666666666,human,Homo sapiens,85.81428571428572,True,False,False,background
H2AC19,adrenal gland,clustered,4,2,81.64833333333334,81.64833333333334,8.482924351634603,75.65,87.64666666666666,11.996666666666655,human,Homo sapiens,87.64666666666666,bos_taurus,Bos taurus,75.65,False,False,False,background
H2AC21,placenta,clustered,6,2,42.885,42.885,8.449926035179244,36.91,48.86,11.950000000000003,bos_taurus,Bos taurus,48.86,human,Homo sapiens,36.91,False,False,False,background
H2AC12,thymus,clustered,6,2,55.22,55.22,8.414570696119911,49.27,61.17,11.899999999999999,bos_taurus,Bos taurus,61.17,canis_lupus_familiaris,Canis lupus familiaris,49.27,False,False,False,background
MACROH2A1,monocyte,variant,8,2,93.25999999999999,93.25999999999999,8.400428560496197,87.32,99.2,11.88000000000001,human,Homo sapiens,99.2,bos_taurus,Bos taurus,87.32,False,False,False,background
H2AZ2,testis,variant,8,8,94.69625320512822,96.31084615384616,4.085143119918381,87.11333333333334,98.99000000000001,11.876666666666665,equus_caballus,Equus caballus,98.99000000000001,sus_scrofa,Sus scrofa,87.11333333333334,True,False,False,background
H2AZ1,omental fat pad,variant,8,2,92.03,92.03,8.386286424872448,86.1,97.96,11.86,human,Homo sapiens,97.96,bos_taurus,Bos taurus,86.1,False,False,False,background
H2AC16,colon,clustered,4,2,48.12555555555556,48.12555555555556,8.380001031261905,42.2,54.05111111111111,11.85111111111111,human,Homo sapiens,54.05111111111111,macaca_mulatta,Macaca mulatta,42.2,False,False,False,background
H2AC20,primary visual cortex,clustered,5,2,67.075,67.075,8.336788950189392,61.18,72.97,11.79,macaca_mulatta,Macaca mulatta,72.97,human,Homo sapiens,61.18,False,False,False,background
H2AC7,ovary,clustered,5,3,44.449444444444445,45.394999999999996,5.930143415291569,38.10333333333333,49.85,11.74666666666667,canis_lupus_familiaris,Canis lupus familiaris,49.85,human,Homo sapiens,38.10333333333333,False,False,False,background
MACROH2A1,mammary gland,variant,8,3,93.18416666666667,97.025,6.7262649058250314,85.41749999999999,97.11,11.69250000000001,human,Homo sapiens,97.11,bos_taurus,Bos taurus,85.41749999999999,False,False,False,background
H2AC6,thyroid gland,clustered,7,3,81.40078431372548,82.02,5.865740670209513,75.25,86.93235294117646,11.682352941176461,human,Homo sapiens,86.93235294117646,bos_taurus,Bos taurus,75.25,False,False,False,background
H2AZ2,cerebellum,variant,8,7,93.98985854341736,94.14666666666666,4.090354639501196,86.12666666666667,97.78200000000001,11.655333333333346,equus_caballus,Equus caballus,97.78200000000001,sus_scrofa,Sus scrofa,86.12666666666667,True,False,False,background
H2AC8,cerebellar cortex,clustered,6,3,57.16255555555555,58.275,5.8896623779233614,50.79600000000001,62.416666666666664,11.620666666666658,macaca_mulatta,Macaca mulatta,62.416666666666664,pan_troglodytes,Pan troglodytes,50.79600000000001,False,False,False,background
H2AC6,cartilage tissue,clustered,7,2,76.50999999999999,76.50999999999999,8.202438661763962,70.71,82.31,11.600000000000009,human,Homo sapiens,82.31,canis_lupus_familiaris,Canis lupus familiaris,70.71,False,False,False,background
H2AZ2,occipital cortex,variant,8,2,85.69166666666666,85.69166666666666,8.200081639159995,79.89333333333333,91.49,11.596666666666664,canis_lupus_familiaris,Canis lupus familiaris,91.49,sus_scrofa,Sus scrofa,79.89333333333333,False,False,False,background
MACROH2A2,midbrain,variant,8,2,76.58,76.58,8.089301576774103,70.86,82.3,11.439999999999998,human,Homo sapiens,82.3,bos_taurus,Bos taurus,70.86,False,False,False,background
H2AX,thymus,variant,8,4,94.77133928571428,96.93875,5.306254286754196,86.94,98.26785714285714,11.327857142857141,mus_musculus,Mus musculus,98.26785714285714,canis_lupus_familiaris,Canis lupus familiaris,86.94,True,False,False,background
H2AC17,small intestine,clustered,6,2,50.3925,50.3925,7.9514157544427295,44.769999999999996,56.015,11.245000000000005,canis_lupus_familiaris,Canis lupus familiaris,56.015,human,Homo sapiens,44.769999999999996,False,False,False,background
H2AC6,fibroblast,clustered,7,2,90.3325,90.3325,7.8948472119477975,84.75,95.91499999999999,11.164999999999992,pan_troglodytes,Pan troglodytes,95.91499999999999,macaca_mulatta,Macaca mulatta,84.75,False,False,False,background
H2AC12,spleen,clustered,6,3,44.89191666666667,47.16375,5.9129261809051314,38.18,49.332,11.152000000000001,bos_taurus,Bos taurus,49.332,canis_lupus_familiaris,Canis lupus familiaris,38.18,False,False,False,background
H2AX,triceps brachii,variant,8,2,78.38,78.38,7.8771695424181445,72.81,83.95,11.14,mus_musculus,Mus musculus,83.95,equus_caballus,Equus caballus,72.81,False,False,False,background
H2AC13,ileum,clustered,7,2,68.53899999999999,68.53899999999999,7.875755328855755,62.97,74.10799999999999,11.137999999999991,bos_taurus,Bos taurus,74.10799999999999,mus_musculus,Mus musculus,62.97,False,False,False,background
H2AZ2,cerebral cortex,variant,8,6,91.31516666666666,91.6725,4.660328332496185,85.79,96.916,11.12599999999999,human,Homo sapiens,96.916,sus_scrofa,Sus scrofa,85.79,True,False,False,background
H2AC17,embryo,clustered,6,2,43.040000000000006,43.040000000000006,7.806458864299482,37.52,48.56,11.04,felis_catus,Felis catus,48.56,equus_caballus,Equus caballus,37.52,False,False,False,background
H2AX,large intestine,variant,8,3,87.52499999999999,86.565,5.577313421352614,82.49,93.52,11.030000000000001,canis_lupus_familiaris,Canis lupus familiaris,93.52,human,Homo sapiens,82.49,False,False,False,background
H2AX,primary visual cortex,variant,8,4,86.28520833333334,87.93666666666667,4.8803233221956335,79.1425,90.125,10.982500000000002,pan_troglodytes,Pan troglodytes,90.125,human,Homo sapiens,79.1425,True,False,False,background
MACROH2A2,gall bladder,variant,8,2,76.26249999999999,76.26249999999999,7.732212652274914,70.79499999999999,81.73,10.935000000000016,human,Homo sapiens,81.73,bos_taurus,Bos taurus,70.79499999999999,False,False,False,background
H2AZ1,liver,variant,8,8,91.136204063147,92.15321428571428,3.482930676581127,84.645,95.57260869565218,10.927608695652182,human,Homo sapiens,95.57260869565218,felis_catus,Felis catus,84.645,True,False,False,background
H2AC25,endometrium,clustered,6,2,61.61999999999999,61.61999999999999,7.70746391493337,56.169999999999995,67.07,10.899999999999999,human,Homo sapiens,67.07,bos_taurus,Bos taurus,56.169999999999995,False,False,False,background
H2AC12,urinary bladder,clustered,6,2,54.54833333333333,54.54833333333333,7.681536666289861,49.11666666666667,59.980000000000004,10.863333333333337,bos_taurus,Bos taurus,59.980000000000004,human,Homo sapiens,49.11666666666667,False,False,False,background
MACROH2A2,granulosa cell,variant,8,2,82.33500000000001,82.33500000000001,7.643824304626565,76.93,87.74,10.809999999999988,sus_scrofa,Sus scrofa,87.74,bos_taurus,Bos taurus,76.93,False,False,False,background
H2AC11,adrenal gland,clustered,6,3,45.75833333333333,45.865,5.395790797773139,40.31,51.1,10.79,human,Homo sapiens,51.1,bos_taurus,Bos taurus,40.31,False,False,False,background
H2AC8,duodenum,clustered,6,2,61.59291666666667,61.59291666666667,7.5807739499707765,56.2325,66.95333333333333,10.720833333333331,human,Homo sapiens,66.95333333333333,bos_taurus,Bos taurus,56.2325,False,False,False,background
MACROH2A2,semimembranosus muscle,variant,8,2,57.06166666666667,57.06166666666667,7.577827671715833,51.70333333333334,62.42,10.716666666666661,sus_scrofa,Sus scrofa,62.42,bos_taurus,Bos taurus,51.70333333333334,False,False,False,background
H2AC12,Ammon's horn,clustered,6,2,54.1175,54.1175,7.541293821354534,48.785,59.45,10.665000000000006,bos_taurus,Bos taurus,59.45,human,Homo sapiens,48.785,False,False,False,background
H2AJ,semimembranosus muscle,variant,8,2,87.865,87.865,7.488260812765541,82.57,93.16,10.590000000000003,sus_scrofa,Sus scrofa,93.16,bos_taurus,Bos taurus,82.57,False,False,False,background
H2AC7,subcutaneous adipose tissue,clustered,5,2,38.388015873015874,38.388015873015874,7.4541401045939955,33.11714285714286,43.65888888888889,10.54174603174603,bos_taurus,Bos taurus,43.65888888888889,human,Homo sapiens,33.11714285714286,False,False,False,background
H2AC8,placenta,clustered,6,2,51.81,51.81,7.452905473706208,46.54,57.08,10.54,human,Homo sapiens,57.08,bos_taurus,Bos taurus,46.54,False,False,False,background
H2AC25,jejunum,clustered,6,2,51.15875,51.15875,7.451137706753243,45.89,56.4275,10.537500000000001,bos_taurus,Bos taurus,56.4275,canis_lupus_familiaris,Canis lupus familiaris,45.89,False,False,False,background
H2AC8,saliva-secreting gland,clustered,6,2,58.356,58.356,7.433106483832988,53.1,63.612,10.512,human,Homo sapiens,63.612,bos_taurus,Bos taurus,53.1,False,False,False,background
H2AC6,small intestine,clustered,7,2,80.825,80.825,7.424621202458749,75.575,86.075,10.5,human,Homo sapiens,86.075,canis_lupus_familiaris,Canis lupus familiaris,75.575,False,False,False,background
H2AC21,brain,clustered,6,3,36.7175,39.3325,5.717619150485627,30.16,40.66,10.499999999999996,bos_taurus,Bos taurus,40.66,human,Homo sapiens,30.16,False,False,False,background
H2AJ,muscle tissue,variant,8,4,80.49507142857144,81.95214285714286,4.929021734432037,73.796,84.28,10.483999999999995,sus_scrofa,Sus scrofa,84.28,equus_caballus,Equus caballus,73.796,True,False,False,background
H2AC15,urinary bladder,clustered,5,2,40.579,40.579,7.394922717648913,35.35,45.808,10.457999999999998,human,Homo sapiens,45.808,canis_lupus_familiaris,Canis lupus familiaris,35.35,False,False,False,background
H2AC15,gall bladder,clustered,5,2,49.7325,49.7325,7.3928013973053535,44.505,54.96,10.454999999999998,human,Homo sapiens,54.96,bos_taurus,Bos taurus,44.505,False,False,False,background
MACROH2A2,superior frontal gyrus,variant,8,3,72.59035426731079,70.60888888888888,5.486354076510603,68.37,78.79217391304348,10.42217391304348,human,Homo sapiens,78.79217391304348,macaca_mulatta,Macaca mulatta,68.37,False,False,False,background
H2AC6,spermatid,clustered,7,2,49.405,49.405,7.3609815921519575,44.2,54.61,10.409999999999997,macaca_mulatta,Macaca mulatta,54.61,bos_taurus,Bos taurus,44.2,False,False,False,background
MACROH2A1,cardiac ventricle,variant,8,2,90.36166666666668,90.36166666666668,7.32798327569658,85.18,95.54333333333334,10.36333333333333,human,Homo sapiens,95.54333333333334,bos_taurus,Bos taurus,85.18,False,False,False,background
MACROH2A2,brainstem,variant,8,2,66.81666666666666,66.81666666666666,7.3209122078847155,61.64,71.99333333333333,10.353333333333325,sus_scrofa,Sus scrofa,71.99333333333333,equus_caballus,Equus caballus,61.64,False,False,False,background
H2AC21,adenohypophysis,clustered,6,2,46.417500000000004,46.417500000000004,7.307948583562972,41.25,51.585,10.335,bos_taurus,Bos taurus,51.585,human,Homo sapiens,41.25,False,False,False,background
H2AC14,spermatid,clustered,7,2,55.215,55.215,7.304413049657037,50.05,60.38,10.330000000000005,macaca_mulatta,Macaca mulatta,60.38,bos_taurus,Bos taurus,50.05,False,False,False,background
MACROH2A1,gluteal muscle,variant,8,2,87.225,87.225,7.30441304965704,82.06,92.39,10.329999999999998,human,Homo sapiens,92.39,bos_taurus,Bos taurus,82.06,False,False,False,background
MACROH2A1,liver,variant,8,8,90.4866700634058,90.7875,3.2903610912238883,83.904375,94.20565217391304,10.301277173913036,human,Homo sapiens,94.20565217391304,bos_taurus,Bos taurus,83.904375,True,False,False,background
H2AC11,pancreas,clustered,6,2,47.055,47.055,7.240773439350243,41.935,52.175,10.239999999999995,canis_lupus_familiaris,Canis lupus familiaris,52.175,human,Homo sapiens,41.935,False,False,False,background
H2AC15,placenta,clustered,5,2,42.8075,42.8075,7.216024702008716,37.705,47.91,10.204999999999998,human,Homo sapiens,47.91,bos_taurus,Bos taurus,37.705,False,False,False,background
H2AC7,omental fat pad,clustered,5,2,35.812,35.812,7.194104391791937,30.725,40.899,10.174,human,Homo sapiens,40.899,bos_taurus,Bos taurus,30.725,False,False,False,background
MACROH2A1,adipose tissue,variant,8,5,92.27405882352942,91.825,4.085618070414933,86.75,96.91529411764705,10.16529411764705,human,Homo sapiens,96.91529411764705,bos_taurus,Bos taurus,86.75,True,False,False,background
H2AZ2,superior frontal gyrus,variant,8,3,91.94388148148148,92.86,5.1429422488954035,86.40444444444444,96.5672,10.162755555555563,human,Homo sapiens,96.5672,pan_troglodytes,Pan troglodytes,86.40444444444444,False,False,False,background
H2AZ2,liver,variant,8,8,91.86835565476191,92.05071428571429,3.0029940605337724,86.47333333333334,96.56,10.086666666666659,equus_caballus,Equus caballus,96.56,pan_troglodytes,Pan troglodytes,86.47333333333334,True,False,False,background
MACROH2A2,urethra,variant,8,2,75.33166666666666,75.33166666666666,7.129993376964361,70.28999999999999,80.37333333333333,10.083333333333343,human,Homo sapiens,80.37333333333333,bos_taurus,Bos taurus,70.28999999999999,False,False,False,background
H2AC11,subcutaneous adipose tissue,clustered,6,3,44.814166666666665,42.4,5.455286617890332,40.9825,51.06,10.0775,bos_taurus,Bos taurus,51.06,human,Homo sapiens,40.9825,False,False,False,background
H2AC13,spinal cord,clustered,7,2,48.90642857142857,48.90642857142857,7.12258559163764,43.87,53.94285714285714,10.072857142857146,equus_caballus,Equus caballus,53.94285714285714,human,Homo sapiens,43.87,False,False,False,background
H2AC11,duodenum,clustered,6,3,57.12083333333333,56.584999999999994,5.0476258858331935,52.3625,62.415,10.052500000000002,human,Homo sapiens,62.415,bos_taurus,Bos taurus,52.3625,False,False,False,background
