accession,hist_type,hist_var,taxid,curated
XP_029546617.1,H2A,canonical_H2A,8032,False
XP_029640572.1,H2A,canonical_H2A,6645,False
XP_029640573.1,H2A,canonical_H2A,6645,False
XP_029640577.1,H2A,canonical_H2A,6645,False
XP_029640584.1,H2A,canonical_H2A,6645,False
XP_029640586.1,H2A,canonical_H2A,6645,False
XP_029641956.1,H2A,canonical_H2A,6645,False
XP_029746394.1,H4,canonical_H4,1578925,False
XP_029746810.1,H4,canonical_H4,1578925,False
XP_029752843.1,H2A,H2A.Z,1578925,False
XP_029810854.1,H2A,canonical_H2A,37032,False
XP_029924571.1,H2A,canonical_H2A,586833,False
XP_030010044.1,H2A,canonical_H2A,375764,False
XP_030177945.1,H2A,canonical_H2A,61383,False
XP_030294709.1,H2A,canonical_H2A,8175,False
XP_030639555.1,H2B,canonical_H2B,29144,False
XP_030639556.1,H2B,canonical_H2B,29144,False
XP_030647951.1,H2A,canonical_H2A,29144,False
XP_030660806.1,H2A,canonical_H2A,61853,False
XP_030697157.1,H2A,canonical_H2A,9731,False
XP_030977929.1,H4,canonical_H4,148305,False
XP_030978594.1,H4,canonical_H4,148305,False
XP_030987337.1,H2A,H2A.Z,148305,False
XP_030993802.1,H4,canonical_H4,1093900,False
XP_030994959.1,H4,canonical_H4,1093900,False
XP_031166613.1,H2A,canonical_H2A,283035,False
XP_425456.1,H1,generic_H1,9031,True
XP_454731.1,H2B,canonical_H2B,28985,False
XP_454732.1,H2A,H2A.X,28985,False
XP_454743.1,H4,canonical_H4,28985,False
XP_455679.1,H2B,canonical_H2B,28985,False
XP_455680.1,H2A,H2A.X,28985,False
XP_456790.1,H4,canonical_H4,284592,False
XP_456791.1,H3,H3.3,284592,True
XP_459026.1,H4,canonical_H4,284592,False
XP_459208.1,H2B,canonical_H2B,284592,False
XP_460476.1,H3,canonical_H3,284592,True
XP_461153.1,H2A,H2A.X,284592,False
XP_461154.1,H2B,canonical_H2B,284592,False
XP_527254.2,H3,canonical_H3,9598,True
XP_543796.1,H2A,canonical_H2A,9615,False
XP_548517.2,H2B,H2B.W,9615,True
XP_548938.1,H2A,H2A.L,9615,True
XP_548947.1,H2A,H2A.L,9615,True
XP_567545.1,H3,H3.3,214684,True
XP_624700.1,H2A,H2A.X,7460,True
XP_626045.1,H2A,H2A.Z,353152,True
XP_627120.1,H2A,H2A.X,353152,True
XP_637656.1,H2A,canonical_H2A,352472,True
XP_641587.1,H2A,H2A.X,352472,True
XP_678689.1,H2B,H2B.Z,5823,True
XP_713710.1,H3,H3.3,237561,True
XP_719887.1,H3,canonical_H3,237561,True
XP_724814.1,H3,canonical_H3,5861,True
XP_725474.1,H3,H3.3,5861,True
XP_823266.1,H2B,canonical_H2B,185431,True
XP_845905.1,H2A,canonical_H2A,185431,True
XP_846259.1,H2A,H2A.Z,185431,True
XP_875023.2,H2A,H2A.L,9913,True
XP_951561.1,H4,canonical_H4,185431,True
XP_952101.1,H2A,H2A.Z,5874,False
XP_956003.1,H3,canonical_H3,367110,True
XP_966164.1,H3,canonical_H3,36329,True
