accession,hmm_model,score,used_for_classification
EDL80862.1,generic_H1,62.0,True
EDL80862.1,generic_H1,25.7,False
EDL80862.1,generic_H1,19.6,False
EDL80865.1,generic_H1,62.0,True
EDL80865.1,generic_H1,25.7,False
EDL80865.1,generic_H1,19.6,False
EDL80867.1,generic_H1,62.0,True
EDL80867.1,generic_H1,25.7,False
EDL80867.1,generic_H1,19.6,False
AAO72080.1,TS_H1.7,26.5,False
AAO72080.1,TS_H1.9,55.5,False
AAO72080.1,TS_H1.9,-5.0,False
NP_954539.1,TS_H1.9,19.6,False
NP_954539.1,TS_H1.9,16.3,False
NP_954539.1,TS_H1.9,19.1,False
Q6P747.1,TS_H1.9,19.6,False
Q6P747.1,TS_H1.9,16.3,False
Q6P747.1,TS_H1.9,19.1,False
AAH61837.1,TS_H1.9,19.6,False
AAH61837.1,TS_H1.9,16.3,False
AAH61837.1,TS_H1.9,19.1,False
EDL80859.1,TS_H1.9,19.6,False
EDL80859.1,TS_H1.9,16.3,False
EDL80859.1,TS_H1.9,19.1,False
EDL80862.1,TS_H1.9,19.6,False
EDL80862.1,TS_H1.9,16.3,False
EDL80862.1,TS_H1.9,19.1,False
EDL80865.1,TS_H1.9,19.6,False
EDL80865.1,TS_H1.9,16.3,False
EDL80865.1,TS_H1.9,19.1,False
EDL80867.1,TS_H1.9,19.6,False
EDL80867.1,TS_H1.9,16.3,False
EDL80867.1,TS_H1.9,19.1,False
XP_029752843.1,H2A.Z,211.4,True
XP_030987337.1,H2A.Z,211.4,True
A4QVR2.1,H2A.Z,211.4,True
ELQ44716.1,H2A.Z,211.4,True
ELQ66710.1,H2A.Z,211.4,True
QBZ58973.1,H2A.Z,211.4,True
TLD16915.1,H2A.Z,211.4,True
TLD30482.1,H2A.Z,211.4,True
TLS29993.1,H2A.Z,211.4,True
XP_029752843.1,H2A.1,142.4,False
XP_030987337.1,H2A.1,142.4,False
A4QVR2.1,H2A.1,142.4,False
ELQ44716.1,H2A.1,142.4,False
ELQ66710.1,H2A.1,142.4,False
QBZ58973.1,H2A.1,142.4,False
TLD16915.1,H2A.1,142.4,False
TLD30482.1,H2A.1,142.4,False
TLS29993.1,H2A.1,142.4,False
XP_029752843.1,canonical_H2A,163.6,False
XP_030987337.1,canonical_H2A,163.6,False
A4QVR2.1,canonical_H2A,163.6,False
ELQ44716.1,canonical_H2A,163.6,False
ELQ66710.1,canonical_H2A,163.6,False
QBZ58973.1,canonical_H2A,163.6,False
TLD16915.1,canonical_H2A,163.6,False
TLD30482.1,canonical_H2A,163.6,False
TLS29993.1,canonical_H2A,163.6,False
XP_029752843.1,macroH2A,137.2,False
XP_030987337.1,macroH2A,137.2,False
A4QVR2.1,macroH2A,137.2,False
ELQ44716.1,macroH2A,137.2,False
ELQ66710.1,macroH2A,137.2,False
QBZ58973.1,macroH2A,137.2,False
TLD16915.1,macroH2A,137.2,False
TLD30482.1,macroH2A,137.2,False
TLS29993.1,macroH2A,137.2,False
XP_029752843.1,H2A.W,145.2,False
XP_030987337.1,H2A.W,145.2,False
A4QVR2.1,H2A.W,145.2,False
ELQ44716.1,H2A.W,145.2,False
ELQ66710.1,H2A.W,145.2,False
QBZ58973.1,H2A.W,145.2,False
TLD16915.1,H2A.W,145.2,False
TLD30482.1,H2A.W,145.2,False
TLS29993.1,H2A.W,145.2,False
XP_029752843.1,H2A.X,152.4,False
XP_030987337.1,H2A.X,152.4,False
A4QVR2.1,H2A.X,152.4,False
ELQ44716.1,H2A.X,152.4,False
ELQ66710.1,H2A.X,152.4,False
QBZ58973.1,H2A.X,152.4,False
TLD16915.1,H2A.X,152.4,False
TLD30482.1,H2A.X,152.4,False
TLS29993.1,H2A.X,152.4,False
XP_029752843.1,H2A.B,70.5,False
XP_030987337.1,H2A.B,70.5,False
A4QVR2.1,H2A.B,70.5,False
ELQ44716.1,H2A.B,70.5,False
ELQ66710.1,H2A.B,70.5,False
QBZ58973.1,H2A.B,70.5,False
TLD16915.1,H2A.B,70.5,False
TLD30482.1,H2A.B,70.5,False
TLS29993.1,H2A.B,70.5,False
XP_029752843.1,H2A.L,85.0,False
XP_030987337.1,H2A.L,85.0,False
A4QVR2.1,H2A.L,85.0,False
ELQ44716.1,H2A.L,85.0,False
ELQ66710.1,H2A.L,85.0,False
QBZ58973.1,H2A.L,85.0,False
TLD16915.1,H2A.L,85.0,False
TLD30482.1,H2A.L,85.0,False
TLS29993.1,H2A.L,85.0,False
AAS17527.1,canonical_H4,205.0,True
AAH66241.1,H2B.1,272.6,True
AAH66243.1,H2B.1,268.1,True
AAH66241.1,canonical_H2B,222.4,False
AAH66243.1,canonical_H2B,221.0,False
AAS20969.1,canonical_H2B,202.5,True
AAH66241.1,subH2B,113.6,False
AAH66243.1,subH2B,113.4,False
AAS20969.1,subH2B,99.1,False
AAH66243.1,H2B.W,141.8,False
AAH66241.1,H2B.W,141.4,False
AAS20969.1,H2B.W,-2.4,False
AAS20969.1,H2B.W,121.4,False
AAH66241.1,sperm_H2B,198.4,False
AAH66243.1,sperm_H2B,197.3,False
AAS20969.1,sperm_H2B,153.5,False
AAH66243.1,H2B.Z,167.7,False
AAH66241.1,H2B.Z,166.5,False
AAS20969.1,H2B.Z,0.1,False
AAS20969.1,H2B.Z,156.7,False
AAH67493.1,canonical_H3,284.4,False
NP_001269296.1,canonical_H3,281.6,False
AAS59415.1,canonical_H3,281.6,False
NP_001269296.1,H3.Y,243.4,False
AAS59415.1,H3.Y,243.4,False
AAH67493.1,H3.Y,233.6,False
AAH67493.1,cenH3,199.2,False
NP_001269296.1,cenH3,198.0,False
AAS59415.1,cenH3,198.0,False
AAH67493.1,TS_H3.4,300.3,True
NP_001269296.1,TS_H3.4,288.0,False
AAS59415.1,TS_H3.4,288.0,False
NP_001269296.1,H3.5,297.0,True
AAS59415.1,H3.5,297.0,True
AAH67493.1,H3.5,287.3,False
NP_001269296.1,H3.3,294.8,False
AAS59415.1,H3.3,294.8,False
AAH67493.1,H3.3,290.3,False
AAT08725.1,canonical_H4,205.4,True
AAH67487.1,canonical_H2B,238.7,True
AAT39167.1,canonical_H2B,207.4,True
AAH67487.1,subH2B,118.7,False
AAT39167.1,subH2B,97.1,False
AAH67487.1,H2B.W,146.8,False
AAT39167.1,H2B.W,129.4,False
AAH67487.1,sperm_H2B,199.8,False
AAT39167.1,sperm_H2B,169.3,False
AAH67487.1,H2B.Z,169.5,False
AAT39167.1,H2B.Z,163.1,False
Q6NVM0.1,H1.0,255.6,True
AAH67985.1,H1.0,255.6,True
OCA38992.1,H1.0,255.6,True
ATO94598.1,H1.0,255.6,True
AAS66764.1,H1.0,74.6,False
CAG25586.1,H1.0,71.3,False
CAG25586.1,H1.0,-3.0,False
CAG25587.1,H1.0,67.5,False
CAG25587.1,H1.0,-3.7,False
CCA64048.1,H1.0,67.5,False
CCA64048.1,H1.0,-3.7,False
CCA64054.1,H1.0,67.5,False
CCA64054.1,H1.0,-3.7,False
CCA64055.1,H1.0,67.5,False
CCA64055.1,H1.0,-3.7,False
CCA64096.1,H1.0,67.5,False
CCA64096.1,H1.0,-3.7,False
CCA64100.1,H1.0,67.5,False
CCA64100.1,H1.0,-3.7,False
CCA64107.1,H1.0,67.5,False
CCA64107.1,H1.0,-3.7,False
AAS66764.1,H1.10,47.8,False
Q6NVM0.1,H1.10,44.8,False
AAH67985.1,H1.10,44.8,False
OCA38992.1,H1.10,44.8,False
ATO94598.1,H1.10,44.8,False
AAS66766.1,TS_H1.6,199.7,True
NP_001026962.1,TS_H1.6,199.4,True
AAS66765.1,TS_H1.6,199.4,True
AAS66764.1,TS_H1.6,181.6,False
Q6NVM0.1,TS_H1.6,61.2,False
AAH67985.1,TS_H1.6,61.2,False
OCA38992.1,TS_H1.6,61.2,False
ATO94598.1,TS_H1.6,61.2,False
Q6NVM0.1,OO_H1.8,16.9,False
AAH67985.1,OO_H1.8,16.9,False
OCA38992.1,OO_H1.8,16.9,False
ATO94598.1,OO_H1.8,16.9,False
NP_001026962.1,generic_H1,199.0,False
AAS66765.1,generic_H1,199.0,False
AAS66766.1,generic_H1,198.1,False
AAS66764.1,generic_H1,156.9,True
CAG25586.1,generic_H1,97.1,True
CAG25587.1,generic_H1,95.3,True
CCA64048.1,generic_H1,95.3,True
CCA64054.1,generic_H1,95.3,True
CCA64055.1,generic_H1,95.3,True
CCA64096.1,generic_H1,95.3,True
CCA64100.1,generic_H1,95.3,True
CCA64107.1,generic_H1,95.3,True
Q6NVM0.1,generic_H1,91.9,False
AAH67985.1,generic_H1,91.9,False
OCA38992.1,generic_H1,91.9,False
ATO94598.1,generic_H1,91.9,False
AAT08760.1,generic_H1,75.6,True
AAS66764.1,TS_H1.7,34.8,False
AAS66766.1,TS_H1.7,16.6,False
NP_001026962.1,TS_H1.7,16.6,False
AAS66765.1,TS_H1.7,16.6,False
AAS66764.1,scH1,23.5,False
CAG25587.1,scH1,17.0,False
CAG25587.1,scH1,-9.2,False
CCA64048.1,scH1,17.0,False
CCA64048.1,scH1,-9.2,False
CCA64054.1,scH1,17.0,False
CCA64054.1,scH1,-9.2,False
CCA64055.1,scH1,17.0,False
CCA64055.1,scH1,-9.2,False
CCA64096.1,scH1,17.0,False
CCA64096.1,scH1,-9.2,False
CCA64100.1,scH1,17.0,False
CCA64100.1,scH1,-9.2,False
CCA64107.1,scH1,17.0,False
CCA64107.1,scH1,-9.2,False
Q6NVM0.1,scH1,16.1,False
Q6NVM0.1,scH1,-9.2,False
AAH67985.1,scH1,16.1,False
AAH67985.1,scH1,-9.2,False
OCA38992.1,scH1,16.1,False
OCA38992.1,scH1,-9.2,False
ATO94598.1,scH1,16.1,False
ATO94598.1,scH1,-9.2,False
AAS66764.1,TS_H1.9,71.7,False
AAS66766.1,TS_H1.9,64.1,False
AAS66766.1,TS_H1.9,-8.7,False
NP_001026962.1,TS_H1.9,63.9,False
NP_001026962.1,TS_H1.9,-10.5,False
AAS66765.1,TS_H1.9,63.9,False
AAS66765.1,TS_H1.9,-10.5,False
Q6NVM0.1,TS_H1.9,20.0,False
Q6NVM0.1,TS_H1.9,-6.1,False
AAH67985.1,TS_H1.9,20.0,False
AAH67985.1,TS_H1.9,-6.1,False
OCA38992.1,TS_H1.9,20.0,False
OCA38992.1,TS_H1.9,-6.1,False
ATO94598.1,TS_H1.9,20.0,False
ATO94598.1,TS_H1.9,-6.1,False
CAG33360.1,canonical_H2A,229.2,False
AAS78927.1,canonical_H2A,220.3,True
CEL74278.1,canonical_H2A,220.3,True
AAT08677.1,canonical_H2A,216.5,False
XP_015640099.1,canonical_H2A,215.1,False
Q6L500.1,canonical_H2A,215.1,False
A2Y5G8.1,canonical_H2A,215.1,False
AAT39174.1,canonical_H2A,215.1,False
AAT39181.1,canonical_H2A,215.1,False
BAF17676.1,canonical_H2A,215.1,False
EAY98328.1,canonical_H2A,215.1,False
BAG90407.1,canonical_H2A,215.1,False
EEE63993.1,canonical_H2A,215.1,False
BAS94414.1,canonical_H2A,215.1,False
KAB8099767.1,canonical_H2A,215.1,False
AAT08680.1,canonical_H2A,215.2,False
XP_015640099.1,macroH2A,198.1,False
Q6L500.1,macroH2A,198.1,False
A2Y5G8.1,macroH2A,198.1,False
AAT39174.1,macroH2A,198.1,False
AAT39181.1,macroH2A,198.1,False
BAF17676.1,macroH2A,198.1,False
EAY98328.1,macroH2A,198.1,False
BAG90407.1,macroH2A,198.1,False
EEE63993.1,macroH2A,198.1,False
BAS94414.1,macroH2A,198.1,False
KAB8099767.1,macroH2A,198.1,False
CAG33360.1,macroH2A,194.8,False
AAT08677.1,macroH2A,194.3,False
AAT08680.1,macroH2A,193.9,False
AAS78927.1,macroH2A,193.2,False
CEL74278.1,macroH2A,193.2,False
AAT08677.1,H2A.W,280.6,True
AAT08680.1,H2A.W,278.9,True
XP_015640099.1,H2A.W,275.9,True
Q6L500.1,H2A.W,275.9,True
A2Y5G8.1,H2A.W,275.9,True
AAT39174.1,H2A.W,275.9,True
AAT39181.1,H2A.W,275.9,True
BAF17676.1,H2A.W,275.9,True
EAY98328.1,H2A.W,275.9,True
BAG90407.1,H2A.W,275.9,True
EEE63993.1,H2A.W,275.9,True
BAS94414.1,H2A.W,275.9,True
KAB8099767.1,H2A.W,275.9,True
AAS78927.1,H2A.W,213.8,False
CEL74278.1,H2A.W,213.8,False
CAG33360.1,H2A.W,208.4,False
CAG33360.1,H2A.X,234.0,True
AAS78927.1,H2A.X,221.6,False
CEL74278.1,H2A.X,221.6,False
AAT08677.1,H2A.X,209.4,False
AAT08680.1,H2A.X,208.4,False
XP_015640099.1,H2A.X,205.9,False
Q6L500.1,H2A.X,205.9,False
A2Y5G8.1,H2A.X,205.9,False
AAT39174.1,H2A.X,205.9,False
AAT39181.1,H2A.X,205.9,False
BAF17676.1,H2A.X,205.9,False
EAY98328.1,H2A.X,205.9,False
BAG90407.1,H2A.X,205.9,False
EEE63993.1,H2A.X,205.9,False
BAS94414.1,H2A.X,205.9,False
KAB8099767.1,H2A.X,205.9,False
AAH67487.1,H2A.X,15.2,False
CAG33360.1,H2A.B,100.7,False
AAT08677.1,H2A.B,88.8,False
AAT08680.1,H2A.B,88.5,False
AAS78927.1,H2A.B,88.2,False
CEL74278.1,H2A.B,88.2,False
XP_015640099.1,H2A.B,84.8,False
Q6L500.1,H2A.B,84.8,False
A2Y5G8.1,H2A.B,84.8,False
AAT39174.1,H2A.B,84.8,False
AAT39181.1,H2A.B,84.8,False
BAF17676.1,H2A.B,84.8,False
EAY98328.1,H2A.B,84.8,False
BAG90407.1,H2A.B,84.8,False
EEE63993.1,H2A.B,84.8,False
BAS94414.1,H2A.B,84.8,False
KAB8099767.1,H2A.B,84.8,False
CAG33360.1,H2A.L,117.9,False
AAT08677.1,H2A.L,113.0,False
AAT08680.1,H2A.L,112.6,False
XP_015640099.1,H2A.L,110.5,False
Q6L500.1,H2A.L,110.5,False
A2Y5G8.1,H2A.L,110.5,False
AAT39174.1,H2A.L,110.5,False
AAT39181.1,H2A.L,110.5,False
BAF17676.1,H2A.L,110.5,False
EAY98328.1,H2A.L,110.5,False
BAG90407.1,H2A.L,110.5,False
EEE63993.1,H2A.L,110.5,False
BAS94414.1,H2A.L,110.5,False
KAB8099767.1,H2A.L,110.5,False
AAS78927.1,H2A.L,106.0,False
CEL74278.1,H2A.L,106.0,False
AAT94446.1,canonical_H4,206.2,True
XP_456790.1,canonical_H4,204.1,True
XP_459026.1,canonical_H4,204.1,True
XP_015466115.1,canonical_H4,204.1,True
XP_015469089.1,canonical_H4,204.1,True
CAG84759.1,canonical_H4,204.1,True
CAG87194.1,canonical_H4,204.1,True
KSA00013.1,canonical_H4,204.1,True
KSA02987.1,canonical_H4,204.1,True
XP_454743.1,canonical_H4,202.4,True
XP_002999409.1,canonical_H4,202.4,True
XP_022678172.1,canonical_H4,202.4,True
2YFW_B,canonical_H4,202.4,True
2YFW_D,canonical_H4,202.4,True
2YFW_F,canonical_H4,202.4,True
2YFW_H,canonical_H4,202.4,True
CAG99830.1,canonical_H4,202.4,True
CAR56747.1,canonical_H4,202.4,True
BAO42429.1,canonical_H4,202.4,True
BAP72871.1,canonical_H4,202.4,True
BAP73816.1,canonical_H4,202.4,True
QEU61477.1,canonical_H4,202.4,True
QEU62741.1,canonical_H4,202.4,True
AAT67047.1,canonical_H4,200.3,True
NP_001002724.1,canonical_H2B,209.9,True
AAH76088.1,canonical_H2B,209.9,True
XP_461154.1,canonical_H2B,209.5,True
Q6BKW7.3,canonical_H2B,209.5,True
CAG89537.1,canonical_H2B,209.5,True
XP_459208.1,canonical_H2B,209.0,True
Q6BRG2.3,canonical_H2B,209.0,True
CAG87379.1,canonical_H2B,209.0,True
XP_454731.1,canonical_H2B,204.9,True
Q6CMV8.3,canonical_H2B,204.9,True
CAG99818.1,canonical_H2B,204.9,True
QEU61489.1,canonical_H2B,204.9,True
XP_455679.1,canonical_H2B,203.8,True
Q6CK60.3,canonical_H2B,203.8,True
CAG98387.1,canonical_H2B,203.8,True
NP_001002724.1,subH2B,113.9,False
AAH76088.1,subH2B,113.9,False
XP_461154.1,subH2B,101.3,False
Q6BKW7.3,subH2B,101.3,False
CAG89537.1,subH2B,101.3,False
XP_459208.1,subH2B,100.6,False
Q6BRG2.3,subH2B,100.6,False
CAG87379.1,subH2B,100.6,False
XP_455679.1,subH2B,100.1,False
Q6CK60.3,subH2B,100.1,False
CAG98387.1,subH2B,100.1,False
XP_454731.1,subH2B,99.3,False
Q6CMV8.3,subH2B,99.3,False
CAG99818.1,subH2B,99.3,False
QEU61489.1,subH2B,99.3,False
NP_001002724.1,H2B.W,141.2,False
AAH76088.1,H2B.W,141.2,False
XP_461154.1,H2B.W,132.5,False
Q6BKW7.3,H2B.W,132.5,False
CAG89537.1,H2B.W,132.5,False
XP_459208.1,H2B.W,131.7,False
Q6BRG2.3,H2B.W,131.7,False
CAG87379.1,H2B.W,131.7,False
XP_454731.1,H2B.W,125.3,False
Q6CMV8.3,H2B.W,125.3,False
CAG99818.1,H2B.W,125.3,False
QEU61489.1,H2B.W,125.3,False
XP_455679.1,H2B.W,124.9,False
Q6CK60.3,H2B.W,124.9,False
CAG98387.1,H2B.W,124.9,False
NP_001002724.1,sperm_H2B,204.8,False
AAH76088.1,sperm_H2B,204.8,False
XP_461154.1,sperm_H2B,177.6,False
Q6BKW7.3,sperm_H2B,177.6,False
CAG89537.1,sperm_H2B,177.6,False
XP_459208.1,sperm_H2B,177.3,False
Q6BRG2.3,sperm_H2B,177.3,False
CAG87379.1,sperm_H2B,177.3,False
XP_454731.1,sperm_H2B,170.3,False
Q6CMV8.3,sperm_H2B,170.3,False
CAG99818.1,sperm_H2B,170.3,False
QEU61489.1,sperm_H2B,170.3,False
XP_455679.1,sperm_H2B,170.1,False
Q6CK60.3,sperm_H2B,170.1,False
CAG98387.1,sperm_H2B,170.1,False
XP_459208.1,H2B.Z,173.5,False
Q6BRG2.3,H2B.Z,173.5,False
CAG87379.1,H2B.Z,173.5,False
XP_455679.1,H2B.Z,172.8,False
Q6CK60.3,H2B.Z,172.8,False
CAG98387.1,H2B.Z,172.8,False
XP_461154.1,H2B.Z,172.0,False
Q6BKW7.3,H2B.Z,172.0,False
CAG89537.1,H2B.Z,172.0,False
XP_454731.1,H2B.Z,171.7,False
Q6CMV8.3,H2B.Z,171.7,False
CAG99818.1,H2B.Z,171.7,False
QEU61489.1,H2B.Z,171.7,False
NP_001002724.1,H2B.Z,167.6,False
AAH76088.1,H2B.Z,167.6,False
NP_001086775.1,canonical_H2A,238.4,True
AAH77427.1,canonical_H2A,238.4,True
XP_454732.1,canonical_H2A,219.8,False
XP_455680.1,canonical_H2A,219.8,False
Q6CK59.3,canonical_H2A,219.8,False
CAG99819.1,canonical_H2A,219.8,False
CAG98388.1,canonical_H2A,219.8,False
QEU61488.1,canonical_H2A,219.8,False
QEU62569.1,canonical_H2A,219.8,False
XP_461153.1,canonical_H2A,214.1,False
XP_015464589.1,canonical_H2A,214.1,False
Q6BKW8.3,canonical_H2A,214.1,False
CAG89536.1,canonical_H2A,214.1,False
KRZ98486.1,canonical_H2A,214.1,False
NP_001085741.1,macroH2A,629.3,True
XP_018082407.1,macroH2A,629.3,True
AAH73272.1,macroH2A,629.3,True
OCT70237.1,macroH2A,629.3,True
OCT70238.1,macroH2A,629.3,True
AAH77015.1,macroH2A,417.2,True
NP_001086775.1,macroH2A,194.8,False
AAH77427.1,macroH2A,194.8,False
XP_454732.1,macroH2A,191.5,False
XP_455680.1,macroH2A,191.5,False
Q6CK59.3,macroH2A,191.5,False
CAG99819.1,macroH2A,191.5,False
CAG98388.1,macroH2A,191.5,False
QEU61488.1,macroH2A,191.5,False
QEU62569.1,macroH2A,191.5,False
XP_461153.1,macroH2A,186.4,False
XP_015464589.1,macroH2A,186.4,False
Q6BKW8.3,macroH2A,186.4,False
CAG89536.1,macroH2A,186.4,False
KRZ98486.1,macroH2A,186.4,False
NP_001086775.1,H2A.W,210.2,False
AAH77427.1,H2A.W,210.2,False
XP_461153.1,H2A.W,205.9,False
XP_015464589.1,H2A.W,205.9,False
Q6BKW8.3,H2A.W,205.9,False
CAG89536.1,H2A.W,205.9,False
KRZ98486.1,H2A.W,205.9,False
XP_454732.1,H2A.W,205.8,False
XP_455680.1,H2A.W,205.8,False
Q6CK59.3,H2A.W,205.8,False
CAG99819.1,H2A.W,205.8,False
CAG98388.1,H2A.W,205.8,False
QEU61488.1,H2A.W,205.8,False
QEU62569.1,H2A.W,205.8,False
NP_001085741.1,H2A.W,175.8,False
XP_018082407.1,H2A.W,175.8,False
AAH73272.1,H2A.W,175.8,False
OCT70237.1,H2A.W,175.8,False
OCT70238.1,H2A.W,175.8,False
AAH77015.1,H2A.W,173.6,False
NP_001086775.1,H2A.X,231.1,False
AAH77427.1,H2A.X,231.1,False
XP_454732.1,H2A.X,228.6,True
XP_455680.1,H2A.X,228.6,True
Q6CK59.3,H2A.X,228.6,True
CAG99819.1,H2A.X,228.6,True
CAG98388.1,H2A.X,228.6,True
QEU61488.1,H2A.X,228.6,True
QEU62569.1,H2A.X,228.6,True
XP_461153.1,H2A.X,222.3,True
XP_015464589.1,H2A.X,222.3,True
Q6BKW8.3,H2A.X,222.3,True
CAG89536.1,H2A.X,222.3,True
KRZ98486.1,H2A.X,222.3,True
NP_001085741.1,H2A.X,179.5,False
XP_018082407.1,H2A.X,179.5,False
AAH73272.1,H2A.X,179.5,False
OCT70237.1,H2A.X,179.5,False
OCT70238.1,H2A.X,179.5,False
AAH77015.1,H2A.X,177.8,False
AAH77015.1,H2A.X,-1.3,False
NP_001002724.1,H2A.X,13.3,False
AAH76088.1,H2A.X,13.3,False
NP_001086775.1,H2A.B,99.4,False
AAH77427.1,H2A.B,99.4,False
XP_454732.1,H2A.B,97.5,False
XP_455680.1,H2A.B,97.5,False
Q6CK59.3,H2A.B,97.5,False
CAG99819.1,H2A.B,97.5,False
CAG98388.1,H2A.B,97.5,False
QEU61488.1,H2A.B,97.5,False
QEU62569.1,H2A.B,97.5,False
XP_461153.1,H2A.B,95.5,False
XP_015464589.1,H2A.B,95.5,False
Q6BKW8.3,H2A.B,95.5,False
CAG89536.1,H2A.B,95.5,False
KRZ98486.1,H2A.B,95.5,False
NP_001085741.1,H2A.B,79.1,False
XP_018082407.1,H2A.B,79.1,False
AAH73272.1,H2A.B,79.1,False
OCT70237.1,H2A.B,79.1,False
OCT70238.1,H2A.B,79.1,False
AAH77015.1,H2A.B,75.7,False
AAH77015.1,H2A.B,-2.2,False
NP_001086775.1,H2A.L,120.4,False
AAH77427.1,H2A.L,120.4,False
XP_461153.1,H2A.L,113.2,False
XP_015464589.1,H2A.L,113.2,False
Q6BKW8.3,H2A.L,113.2,False
CAG89536.1,H2A.L,113.2,False
KRZ98486.1,H2A.L,113.2,False
XP_454732.1,H2A.L,111.8,False
XP_455680.1,H2A.L,111.8,False
Q6CK59.3,H2A.L,111.8,False
CAG99819.1,H2A.L,111.8,False
CAG98388.1,H2A.L,111.8,False
QEU61488.1,H2A.L,111.8,False
QEU62569.1,H2A.L,111.8,False
NP_001085741.1,H2A.L,94.9,False
NP_001085741.1,H2A.L,0.1,False
XP_018082407.1,H2A.L,94.9,False
XP_018082407.1,H2A.L,0.1,False
AAH73272.1,H2A.L,94.9,False
AAH73272.1,H2A.L,0.1,False
OCT70237.1,H2A.L,94.9,False
OCT70237.1,H2A.L,0.1,False
OCT70238.1,H2A.L,94.9,False
OCT70238.1,H2A.L,0.1,False
AAH77015.1,H2A.L,88.6,False
AAH77015.1,H2A.L,-2.6,False
NP_001087633.1,TS_H1.6,204.8,True
AAH81020.1,TS_H1.6,204.8,True
NP_001087633.1,OO_H1.8,-0.8,False
NP_001087633.1,OO_H1.8,11.5,False
AAH81020.1,OO_H1.8,-0.8,False
AAH81020.1,OO_H1.8,11.5,False
NP_001087633.1,generic_H1,136.3,False
AAH81020.1,generic_H1,136.3,False
NP_001087633.1,TS_H1.7,23.8,False
AAH81020.1,TS_H1.7,23.8,False
NP_001087633.1,TS_H1.9,60.2,False
NP_001087633.1,TS_H1.9,-6.2,False
AAH81020.1,TS_H1.9,60.2,False
AAH81020.1,TS_H1.9,-6.2,False
XP_028055353.1,canonical_H3,282.6,True
AAV65112.1,canonical_H3,282.6,True
XP_028055353.1,H3.Y,234.6,False
AAV65112.1,H3.Y,234.6,False
XP_028055353.1,cenH3,199.6,False
AAV65112.1,cenH3,199.6,False
XP_028055353.1,TS_H3.4,291.5,False
AAV65112.1,TS_H3.4,291.5,False
XP_028055353.1,H3.5,284.1,False
AAV65112.1,H3.5,284.1,False
XP_028055353.1,H3.3,290.0,False
AAV65112.1,H3.3,290.0,False
Q5NVN9.3,H1.0,287.2,True
CAI29624.1,H1.0,287.2,True
AAV50096.1,H1.0,87.5,False
AAW21997.1,H1.0,86.4,False
Q5NVN9.3,H1.10,48.4,False
CAI29624.1,H1.10,48.4,False
AAW21997.1,H1.10,35.5,False
AAV50096.1,H1.10,22.1,False
AAW21997.1,TS_H1.6,60.4,False
Q5NVN9.3,TS_H1.6,63.9,False
CAI29624.1,TS_H1.6,63.9,False
AAV50096.1,TS_H1.6,36.5,False
AAW21997.1,OO_H1.8,42.0,False
AAV50096.1,OO_H1.8,11.2,False
AAH84065.1,generic_H1,180.4,True
NP_001090264.1,generic_H1,134.7,True
AAH84765.1,generic_H1,134.7,True
AAW21997.1,generic_H1,128.1,True
NP_001006560.1,generic_H1,59.7,True
NP_001006560.1,generic_H1,29.9,False
NP_001006560.1,generic_H1,50.5,False
Q5ZM33.1,generic_H1,59.7,True
Q5ZM33.1,generic_H1,29.9,False
Q5ZM33.1,generic_H1,50.5,False
CAG31210.1,generic_H1,59.7,True
CAG31210.1,generic_H1,29.9,False
CAG31210.1,generic_H1,50.5,False
AAV50096.1,generic_H1,99.0,True
Q5NVN9.3,generic_H1,86.8,False
CAI29624.1,generic_H1,86.8,False
NP_001036148.2,generic_H1,56.4,True
NP_001357256.1,generic_H1,56.4,True
Q149N8.2,generic_H1,56.4,True
CAD44614.1,generic_H1,44.5,True
Q8CJI4.2,TS_H1.7,805.7,True
AAH52363.1,TS_H1.7,805.7,True
EDL04200.1,TS_H1.7,805.7,True
NP_001019527.1,TS_H1.7,360.3,True
NP_001019527.1,TS_H1.7,257.9,False
Q5RKG3.1,TS_H1.7,360.3,True
Q5RKG3.1,TS_H1.7,257.9,False
AAH85950.1,TS_H1.7,360.3,True
AAH85950.1,TS_H1.7,257.9,False
EDL87074.1,TS_H1.7,360.3,True
EDL87074.1,TS_H1.7,257.9,False
NP_001090264.1,TS_H1.7,15.3,False
AAH84765.1,TS_H1.7,15.3,False
Q5NVN9.3,scH1,21.7,False
Q5NVN9.3,scH1,-6.7,False
CAI29624.1,scH1,21.7,False
CAI29624.1,scH1,-6.7,False
AAV50096.1,scH1,8.7,False
AAW21997.1,scH1,7.7,False
NP_001006560.1,TS_H1.9,21.5,False
NP_001006560.1,TS_H1.9,18.7,False
NP_001006560.1,TS_H1.9,17.8,False
Q5ZM33.1,TS_H1.9,21.5,False
Q5ZM33.1,TS_H1.9,18.7,False
Q5ZM33.1,TS_H1.9,17.8,False
CAG31210.1,TS_H1.9,21.5,False
CAG31210.1,TS_H1.9,18.7,False
CAG31210.1,TS_H1.9,17.8,False
NP_001090264.1,TS_H1.9,54.7,False
NP_001090264.1,TS_H1.9,-8.1,False
AAH84765.1,TS_H1.9,54.7,False
AAH84765.1,TS_H1.9,-8.1,False
NP_001036148.2,TS_H1.9,39.5,False
NP_001357256.1,TS_H1.9,39.5,False
Q149N8.2,TS_H1.9,39.5,False
AAW21997.1,TS_H1.9,25.1,False
AAW21997.1,TS_H1.9,-2.9,False
NP_001005967.1,canonical_H2A,236.2,True
